event_start_date;event_end_date;event_id;event_type;event_status;tech_id;tech_last_name;tech_first_name;tech_mail;tech_phone;customer_id;customer_last_name;customer_first_name;customer_mail;customer_phone;customer_country;customer_city;customer_postcode;customer_street;description;teammates_number;event_req
27/10/2022 06:10;27/10/2022 07:10;1029;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;129;Koziara;Jessy;Jessy.Koziara@customer.com;781250263;France;Lannion;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
05/05/2022 12:05;05/05/2022 13:05;1030;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;130;Glovsky;Ellette;Ellette.Glovsky@customer.com;731113360;France;Lannion;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
13/02/2022 07:02;13/02/2022 08:00;1031;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;131;Vale;Selma;Selma.Vale@customer.com;643499758;France;Bordeaux;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
10/02/2022 18:02;10/02/2022 19:00;1032;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;132;Claudine;Ofilia;Ofilia.Claudine@customer.com;789348592;France;Bordeaux;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
03/03/2022 02:03;03/03/2022 03:00;1033;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;133;Laverne;Charissa;Charissa.Laverne@customer.com;789147234;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
03/05/2022 03:05;03/05/2022 04:05;1034;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;134;Aida;Arabel;Arabel.Aida@customer.com;700528523;France;Brest;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
06/12/2022 05:12;06/12/2022 06:10;1035;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;135;Therine;Althea;Althea.Therine@customer.com;646030291;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
10/12/2021 00:12;10/12/2021 01:10;1036;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;136;Ahab;Kirbee;Kirbee.Ahab@customer.com;797946262;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
10/12/2021 04:12;10/12/2021 05:10;1037;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;137;Taima;Fawne;Fawne.Taima@customer.com;732030610;France;Paris;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
22/06/2022 18:06;22/06/2022 19:05;1038;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;138;Horan;Kellen;Kellen.Horan@customer.com;605917791;France;Nantes;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
04/09/2022 07:09;04/09/2022 08:05;1039;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;139;Egbert;Elyssa;Elyssa.Egbert@customer.com;753940640;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
29/12/2022 21:12;29/12/2022 22:10;1040;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;140;Raseda;Joleen;Joleen.Raseda@customer.com;724799709;France;Toulouse;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
21/08/2022 17:08;21/08/2022 18:05;1041;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;141;Uird;Danika;Danika.Uird@customer.com;625750933;France;Toulouse;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
03/02/2022 17:02;03/02/2022 18:00;1042;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;142;Septima;Ardenia;Ardenia.Septima@customer.com;660385864;France;Toulouse;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
29/05/2022 10:05;29/05/2022 11:05;1043;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;143;Pulsifer;Kary;Kary.Pulsifer@customer.com;769879355;France;Toulouse;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
26/09/2022 14:09;26/09/2022 15:05;1044;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;144;Naor;Susette;Susette.Naor@customer.com;734239007;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
20/02/2022 01:02;20/02/2022 02:00;1045;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;145;Lesley;Cyndie;Cyndie.Lesley@customer.com;744707042;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
13/12/2022 08:12;13/12/2022 09:10;1046;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;146;Haymes;Bernie;Bernie.Haymes@customer.com;694910111;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
20/07/2022 04:07;20/07/2022 05:05;1047;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;147;Sandye;Noelle;Noelle.Sandye@customer.com;629086292;France;Toulouse;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
07/01/2022 15:01;07/01/2022 16:00;1048;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;148;Callista;Gaylene;Gaylene.Callista@customer.com;652450954;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
30/01/2022 02:01;30/01/2022 03:00;1049;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;149;Manolo;Blake;Blake.Manolo@customer.com;626197981;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
17/01/2022 04:01;17/01/2022 05:00;1050;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;150;Amethist;Krystle;Krystle.Amethist@customer.com;779776606;France;Lyon;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
19/10/2022 02:10;19/10/2022 03:10;1051;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;151;Phaidra;Elka;Elka.Phaidra@customer.com;681580473;France;Nantes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
16/12/2022 02:12;16/12/2022 03:10;1052;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;152;Saunderson;Mignon;Mignon.Saunderson@customer.com;660650980;France;Toulouse;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
23/03/2022 09:03;23/03/2022 10:00;1053;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;153;Izaak;Raquela;Raquela.Izaak@customer.com;785781971;France;Toulouse;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
30/03/2022 01:03;30/03/2022 02:00;1054;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;154;Konyn;Jacquetta;Jacquetta.Konyn@customer.com;762419629;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
05/06/2022 17:06;05/06/2022 18:05;1055;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;155;Adlare;Vere;Vere.Adlare@customer.com;693005066;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
15/12/2022 23:12;16/12/2022 00:10;1056;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;156;Lumbard;Rubie;Rubie.Lumbard@customer.com;670624649;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
03/12/2021 22:12;03/12/2021 23:10;1057;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;157;Alcott;Laure;Laure.Alcott@customer.com;688135141;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
31/03/2022 05:03;31/03/2022 06:00;1058;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;158;Wesle;Leia;Leia.Wesle@customer.com;696907562;France;Lannion;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
26/12/2021 16:12;26/12/2021 17:10;1059;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;159;Bonucci;Tybie;Tybie.Bonucci@customer.com;756161710;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
16/01/2022 02:01;16/01/2022 03:00;1060;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;160;Roarke;Melodie;Melodie.Roarke@customer.com;667264464;France;Grenoble;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
16/05/2022 19:05;16/05/2022 20:05;1061;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;161;Edmund;Alex;Alex.Edmund@customer.com;717686188;France;Bordeaux;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
30/09/2022 08:09;30/09/2022 09:05;1062;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;162;Helfand;Magdalena;Magdalena.Helfand@customer.com;784578080;France;Lannion;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
28/01/2022 09:01;28/01/2022 10:00;1063;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;163;Kellby;Allyce;Allyce.Kellby@customer.com;716899980;France;Toulouse;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
31/10/2022 05:10;31/10/2022 06:10;1064;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;164;Evangelia;Leontine;Leontine.Evangelia@customer.com;606545999;France;Brest;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
12/06/2022 02:06;12/06/2022 03:05;1065;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;165;Carmena;Alexine;Alexine.Carmena@customer.com;768726720;France;Toulouse;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
21/11/2021 11:11;21/11/2021 12:10;1066;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;166;Kare;Modestia;Modestia.Kare@customer.com;657971861;France;Lyon;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
10/03/2022 07:03;10/03/2022 08:00;1067;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;167;Zetta;Edyth;Edyth.Zetta@customer.com;790229522;France;Paris;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
03/11/2022 20:11;03/11/2022 21:10;1068;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;168;Pitt;Imojean;Imojean.Pitt@customer.com;660635772;France;Lyon;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
12/04/2022 01:04;12/04/2022 02:00;1069;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;169;Malvino;Aurore;Aurore.Malvino@customer.com;676472374;France;Nantes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
15/04/2022 16:04;15/04/2022 17:00;1070;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;170;Sidonius;Jemie;Jemie.Sidonius@customer.com;625669445;France;Bordeaux;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
14/11/2021 01:11;14/11/2021 02:10;1071;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;171;Stephie;Tersina;Tersina.Stephie@customer.com;735444750;France;Lannion;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
13/10/2022 01:10;13/10/2022 02:10;1072;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;172;Jethro;Feliza;Feliza.Jethro@customer.com;604498472;France;Paris;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
30/04/2022 10:04;30/04/2022 11:00;1073;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;173;Gaspard;Norine;Norine.Gaspard@customer.com;713372904;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
27/08/2022 15:08;27/08/2022 16:05;1074;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;174;Cullin;Madelle;Madelle.Cullin@customer.com;781106645;France;Lyon;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
13/12/2022 09:12;13/12/2022 10:10;1075;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;175;Caitlin;Merry;Merry.Caitlin@customer.com;697919719;France;Grenoble;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
18/12/2022 00:12;18/12/2022 01:10;1076;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;176;Docilla;Tatiania;Tatiania.Docilla@customer.com;622194537;France;Nantes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
17/04/2022 22:04;17/04/2022 23:00;1077;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;177;Brackely;Xylina;Xylina.Brackely@customer.com;789889985;France;Rennes;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
20/11/2021 17:11;20/11/2021 18:10;1078;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;178;Wilkinson;Maridel;Maridel.Wilkinson@customer.com;675740513;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
12/05/2022 00:05;12/05/2022 01:05;1079;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;179;Niles;Corly;Corly.Niles@customer.com;678340520;France;Rennes;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
30/08/2022 23:08;31/08/2022 00:05;1080;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;180;Darbie;Noelle;Noelle.Darbie@customer.com;722538909;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
08/08/2022 23:08;09/08/2022 00:05;1081;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;181;Wenoa;Ermengarde;Ermengarde.Wenoa@customer.com;723672718;France;Nantes;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
14/07/2022 20:07;14/07/2022 21:05;1082;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;182;Sidonius;Sara-Ann;Sara-Ann.Sidonius@customer.com;649776425;France;Brest;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
06/09/2022 12:09;06/09/2022 13:05;1083;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;183;Noelyn;Edee;Edee.Noelyn@customer.com;764677455;France;Toulouse;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
06/09/2022 14:09;06/09/2022 15:05;1084;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;184;Nance;Beatriz;Beatriz.Nance@customer.com;715796011;France;Grenoble;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
16/06/2022 08:06;16/06/2022 09:05;1085;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;185;Hertzfeld;Bettine;Bettine.Hertzfeld@customer.com;776578402;France;Bordeaux;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
27/09/2022 12:09;27/09/2022 13:05;1086;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;186;Kamaria;Beatriz;Beatriz.Kamaria@customer.com;789573665;France;Toulouse;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
18/07/2022 19:07;18/07/2022 20:05;1087;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;187;Bettine;Dione;Dione.Bettine@customer.com;775182758;France;Rennes;;Avenue Charles de Gaulle;Fuite importante au niveau du join;1;type 1
02/12/2021 01:12;02/12/2021 02:10;1088;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;188;Fairweather;Almeta;Almeta.Fairweather@customer.com;655096712;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
05/07/2022 05:07;05/07/2022 06:05;1089;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;189;Katrine;Courtnay;Courtnay.Katrine@customer.com;721553059;France;Rennes;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
09/05/2022 19:05;09/05/2022 20:05;1090;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;190;Jeanne;Priscilla;Priscilla.Jeanne@customer.com;729911813;France;Toulouse;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
29/11/2022 13:11;29/11/2022 14:10;1091;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;191;Nance;Emmey;Emmey.Nance@customer.com;670588037;France;Grenoble;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
01/04/2022 13:04;01/04/2022 14:00;1092;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;192;Billye;Ezmeralda;Ezmeralda.Billye@customer.com;712088989;France;Rennes;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
06/11/2021 00:11;06/11/2021 01:10;1093;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;193;Cookie;Ottilie;Ottilie.Cookie@customer.com;713311783;France;Nantes;;Avenue Charles de Gaulle;Pièce déjà changée;1;type 3
11/11/2022 19:11;11/11/2022 20:10;1094;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;194;Hebner;Laure;Laure.Hebner@customer.com;772068185;France;Paris;;Avenue Charles de Gaulle;Débit irrégulier;2;type 2
22/05/2022 20:05;22/05/2022 21:05;1095;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;195;Hepsibah;Harmonia;Harmonia.Hepsibah@customer.com;795018945;France;Lyon;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
17/03/2022 01:03;17/03/2022 02:00;1096;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;196;Dermott;Roslyn;Roslyn.Dermott@customer.com;694446086;France;Lyon;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
13/01/2022 16:01;13/01/2022 17:00;1097;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;197;Kiyoshi;Florie;Florie.Kiyoshi@customer.com;697517662;France;Grenoble;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
14/12/2021 17:12;14/12/2021 18:10;1098;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;198;Hathaway;Jackie;Jackie.Hathaway@customer.com;788629981;France;Brest;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
04/11/2021 16:11;04/11/2021 17:10;1099;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;199;Hewitt;Rosabelle;Rosabelle.Hewitt@customer.com;688107613;France;Lannion;;Avenue Charles de Gaulle;Aspect extérieur douteux;2;type 1
22/12/2022 14:12;22/12/2022 15:10;1100;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;200;Mich;Maud;Maud.Mich@customer.com;705136190;France;Bordeaux;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
03/12/2022 20:12;03/12/2022 21:10;1101;check;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;201;Loring;Ebonee;Ebonee.Loring@customer.com;780681537;France;Brest;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
04/12/2021 20:12;04/12/2021 21:10;1102;check;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;202;Remmer;Valera;Valera.Remmer@customer.com;758641937;France;Brest;;Avenue Charles de Gaulle;Débit irrégulier;1;type 1
15/03/2022 22:03;15/03/2022 23:00;1103;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;203;Libna;Ann-Marie;Ann-Marie.Libna@customer.com;787018216;France;Grenoble;;Avenue Charles de Gaulle;Aspect extérieur douteux;1;type 1
02/11/2021 03:11;02/11/2021 04:10;1104;repair;new;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;204;Prouty;Marnia;Marnia.Prouty@customer.com;668107489;France;Lyon;;Avenue Charles de Gaulle;Pièce déjà changée;2;type 3
16/05/2022 16:05;16/05/2022 17:05;1105;repair;deleted;undy8444;ditini;nabil;nabil.ditini@orange.com;688281080;205;Jary;Nollie;Nollie.Jary@customer.com;663525267;France;Brest;;Avenue Charles de Gaulle;Fuite importante au niveau du join;2;type 2
